Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
80519,Operations,Male,30,Manager,2023-03-12 08:03:05.556036,14,High School,4,97723,50,20,25,12,3,19,31,1,4.7,False
80520,Sales,Male,20,Consultant,2016-02-08 08:03:05.556036,10,High School,1,32687,30,8,7,11,1,7,84,0,1.7,False
80521,Marketing,Female,38,Specialist,2021-02-15 08:03:05.556036,11,Bachelor,2,54790,25,14,11,11,0,6,18,0,1.55,False
80522,Customer Support,Male,34,Engineer,2017-03-15 08:03:05.556036,11,Bachelor,3,58035,34,15,17,7,1,10,55,1,3.27,True
80523,Customer Support,Male,52,Technician,2019-09-05 08:03:05.556036,16,High School,4,33855,39,22,26,13,4,18,34,2,1.87,False
80524,Customer Support,Male,33,Analyst,2023-11-04 08:03:05.556036,0,High School,1,17009,36,12,5,3,2,4,88,1,2.08,False
80525,IT,Female,27,Engineer,2022-03-27 08:03:05.556036,6,Bachelor,3,64054,30,6,13,3,0,21,74,0,3.9,False
80526,Sales,Male,42,Consultant,2020-08-05 08:03:05.556036,18,High School,5,100295,43,11,30,11,5,5,18,2,3.58,False
80527,Sales,Male,37,Analyst,2023-02-23 08:03:05.556036,6,Bachelor,4,60477,46,19,28,5,1,18,22,1,3.91,False
80528,Legal,Male,50,Engineer,2016-08-04 08:03:05.556036,14,High School,5,80014,54,17,39,10,5,17,92,5,1.54,False
80529,HR,Female,27,Specialist,2022-03-22 08:03:05.556036,6,PhD,1,39127,23,10,5,9,2,22,84,0,2.87,False
80530,IT,Female,38,Engineer,2019-05-13 08:03:05.556036,8,Bachelor,2,48295,25,12,5,1,1,29,15,1,4.74,False
80531,Legal,Male,42,Specialist,2019-03-07 08:03:05.556036,14,High School,4,79606,45,18,31,0,4,9,65,2,1.81,False
80532,Legal,Male,23,Consultant,2014-09-22 08:03:05.556036,8,Bachelor,2,52822,34,12,11,4,0,18,97,2,1.21,False
80533,Finance,Female,31,Analyst,2024-05-18 08:03:05.556036,10,Bachelor,3,43907,48,11,17,9,4,22,29,2,2.94,False
80534,Operations,Female,25,Technician,2024-01-27 08:03:05.556036,8,Bachelor,2,22026,28,18,4,13,0,16,62,1,4.7,False
80535,Finance,Male,34,Specialist,2018-08-07 08:03:05.556036,4,High School,4,74302,47,20,24,11,3,14,24,3,4.09,False
80536,HR,Female,30,Specialist,2014-10-10 08:03:05.556036,4,Master,1,40223,43,16,4,2,1,23,56,1,4.76,False
80537,Engineering,Male,30,Engineer,2016-07-20 08:03:05.556036,10,High School,1,43181,40,7,5,12,0,26,73,0,4.46,False
80538,Finance,Male,57,Consultant,2014-10-07 08:03:05.556036,9,PhD,5,101162,37,20,39,8,2,19,61,2,2.28,False
80539,Operations,Male,48,Analyst,2020-09-01 08:03:05.556036,13,Bachelor,5,66506,54,23,38,10,5,26,50,2,4.93,False
80540,Legal,Female,37,Manager,2018-11-11 08:03:05.556036,7,Bachelor,5,106675,58,20,31,10,4,20,20,2,2.41,False
80541,Operations,Male,20,Manager,2021-02-13 08:03:05.556036,2,Bachelor,2,57065,26,5,12,5,1,22,60,1,3.76,False
80542,Finance,Female,44,Technician,2022-08-27 08:03:05.556036,6,High School,4,32372,55,22,30,10,4,22,88,1,2.64,False
80543,Engineering,Male,45,Manager,2022-04-12 08:03:05.556036,18,High School,5,107749,52,10,37,10,3,25,60,4,2.44,False
80544,Sales,Male,34,Engineer,2020-07-24 08:03:05.556036,9,Bachelor,1,42253,39,15,6,8,1,28,66,0,3.72,False
80545,HR,Other,33,Consultant,2022-01-06 08:03:05.556036,6,High School,3,68644,45,11,12,10,3,17,13,3,3.13,False
80546,Customer Support,Male,34,Specialist,2017-09-05 08:03:05.556036,8,Bachelor,2,51208,36,5,4,9,1,25,86,1,2.92,False
80547,HR,Female,45,Consultant,2020-04-26 08:03:05.556036,11,Bachelor,4,85298,41,17,22,9,2,17,45,4,3.54,False
80548,Finance,Female,46,Technician,2023-06-05 08:03:05.556036,14,Master,4,32469,43,10,32,12,2,9,19,4,2.23,False
80549,Operations,Female,40,Specialist,2021-05-21 08:03:05.556036,2,Master,2,51395,42,17,11,0,1,27,14,0,3.35,False
80550,Customer Support,Male,39,Specialist,2018-04-19 08:03:05.556036,5,Bachelor,3,62205,38,20,19,2,1,18,35,2,3.64,False
80551,Customer Support,Female,47,Analyst,2023-02-11 08:03:05.556036,6,Master,5,68487,38,11,30,0,2,15,18,5,3.08,False
80552,Customer Support,Male,21,Specialist,2021-06-06 08:03:05.556036,6,Bachelor,1,40675,29,21,6,13,2,13,87,0,2.17,False
80553,Finance,Male,36,Consultant,2015-03-29 08:03:05.556036,3,High School,3,66547,41,21,14,7,2,5,58,3,1.4,False
80554,Marketing,Female,44,Engineer,2021-11-15 08:03:05.556036,19,Bachelor,5,77426,43,19,30,6,3,7,27,2,3.27,False
80555,Customer Support,Male,44,Specialist,2017-05-07 08:03:05.556036,11,Bachelor,4,75350,50,12,29,1,1,29,83,3,3.69,False
80556,Engineering,Female,32,Engineer,2017-09-24 08:03:05.556036,2,Master,1,37624,46,7,4,7,2,8,22,1,2.07,False
80557,Legal,Male,29,Consultant,2019-02-05 08:03:05.556036,15,Master,3,67568,33,8,19,8,1,23,87,1,2.05,False
80558,Finance,Female,40,Specialist,2017-01-12 08:03:05.556036,8,Master,3,64132,35,20,14,2,0,8,48,0,1.16,False
80559,Engineering,Male,24,Manager,2019-04-17 08:03:05.556036,4,Master,1,43463,26,14,0,13,0,6,31,1,1.31,False
80560,HR,Male,32,Technician,2017-06-24 08:03:05.556036,5,Bachelor,4,17085,32,7,4,3,2,4,37,0,4.82,False
80561,Operations,Female,45,Manager,2015-06-27 08:03:05.556036,17,High School,5,112595,40,18,39,12,3,20,25,5,3.98,False
80562,Operations,Female,40,Developer,2021-10-18 08:03:05.556036,8,High School,5,84446,49,24,31,10,4,5,28,5,1.66,False
80563,Customer Support,Female,31,Engineer,2014-12-07 08:03:05.556036,7,Bachelor,2,70356,45,21,26,14,3,10,50,2,2.79,False
80564,IT,Male,32,Manager,2019-09-01 08:03:05.556036,4,High School,4,92415,50,7,31,0,4,27,40,1,4.98,False
80565,Customer Support,Female,20,Manager,2024-04-13 08:03:05.556036,3,Bachelor,4,44798,44,17,0,8,2,7,25,1,1.79,False
80566,HR,Female,56,Analyst,2024-05-10 08:03:05.556036,10,High School,5,72106,54,22,36,10,2,20,90,4,2.23,False
80567,Marketing,Female,39,Developer,2015-09-26 08:03:05.556036,4,High School,1,69696,30,6,30,13,3,25,30,3,3.02,False
80568,Customer Support,Female,34,Engineer,2023-10-04 08:03:05.556036,6,High School,4,69605,43,24,23,12,4,3,42,1,3.64,False
80569,HR,Female,36,Technician,2022-02-07 08:03:05.556036,12,High School,4,28503,53,12,22,11,3,10,10,1,1.26,False
80570,HR,Male,38,Consultant,2023-11-30 08:03:05.556036,3,Bachelor,2,53288,41,10,6,10,3,9,16,0,4.45,False
80571,Legal,Male,38,Consultant,2015-08-07 08:03:05.556036,11,PhD,1,37199,38,8,1,5,1,24,54,1,2.28,True
80572,Marketing,Female,41,Engineer,2015-10-25 08:03:05.556036,8,Master,3,60047,43,13,12,0,0,23,26,0,1.49,False
80573,HR,Female,41,Specialist,2023-07-05 08:03:05.556036,9,Bachelor,5,66961,32,22,15,14,4,19,49,1,2.33,False
80574,HR,Female,27,Developer,2018-05-25 08:03:05.556036,7,Bachelor,2,48295,47,20,7,12,2,23,63,0,4.65,False
80575,HR,Male,27,Developer,2023-05-14 08:03:05.556036,3,High School,2,57859,43,17,14,9,0,13,18,0,4.38,False
80576,Legal,Female,42,Technician,2014-11-15 08:03:05.556036,6,Bachelor,3,25488,42,24,19,1,2,29,92,3,4.9,False
80577,Sales,Female,18,Specialist,2014-12-30 08:03:05.556036,6,Bachelor,1,42104,30,13,1,9,2,19,70,0,2.37,False
80578,Customer Support,Male,33,Manager,2020-04-10 08:03:05.556036,12,Bachelor,3,77747,32,19,12,4,0,13,19,2,3.58,False
80579,Finance,Female,33,Consultant,2015-09-08 08:03:05.556036,7,High School,1,33047,45,18,2,14,1,24,19,0,2.77,False
80580,Legal,Female,33,Manager,2020-02-02 08:03:05.556036,14,High School,1,74584,31,16,20,6,1,18,15,3,2.7,False
80581,IT,Female,30,Developer,2017-05-14 08:03:05.556036,3,High School,4,69464,51,23,31,8,4,16,98,4,3.8,False
80582,Marketing,Male,46,Consultant,2019-03-29 08:03:05.556036,9,Bachelor,3,66585,41,14,20,1,0,26,80,2,3.22,True
80583,Operations,Female,33,Manager,2022-05-10 08:03:05.556036,4,Bachelor,1,48424,32,23,1,13,2,14,33,1,3.07,False
80584,Operations,Female,47,Developer,2023-09-18 08:03:05.556036,14,High School,5,81433,49,24,35,5,5,20,77,5,3.53,False
80585,Operations,Male,31,Engineer,2021-02-04 08:03:05.556036,8,Master,2,47853,33,13,13,11,0,10,89,1,3.23,False
80586,HR,Male,31,Technician,2015-07-24 08:03:05.556036,2,Bachelor,2,21150,38,12,10,9,1,16,74,2,2.07,False
80587,Sales,Male,48,Technician,2018-09-04 08:03:05.556036,6,Bachelor,3,26148,44,14,17,6,0,23,71,1,3.74,False
80588,Legal,Female,37,Consultant,2015-08-02 08:03:05.556036,11,High School,3,65816,43,21,16,3,2,29,89,2,3.92,True
80589,Finance,Female,40,Manager,2022-08-11 08:03:05.556036,1,Bachelor,2,60044,46,20,13,6,0,17,66,1,2.66,False
80590,Legal,Female,38,Manager,2023-12-08 08:03:05.556036,8,High School,2,59883,39,13,6,12,0,5,99,1,1.72,False
80591,Operations,Other,18,Developer,2020-11-15 08:03:05.556036,8,Master,5,41944,42,20,4,3,2,28,86,0,3.85,False
80592,HR,Female,20,Engineer,2015-08-05 08:03:05.556036,10,Bachelor,2,53138,47,7,12,4,3,29,31,0,4.87,False
80593,Finance,Female,46,Specialist,2022-10-01 08:03:05.556036,5,Bachelor,4,76031,31,16,28,13,4,15,47,4,1.33,False
80594,Engineering,Male,34,Technician,2021-10-28 08:03:05.556036,16,Bachelor,4,28096,54,22,31,6,2,14,56,4,2.05,False
80595,Legal,Female,29,Analyst,2021-08-01 08:03:05.556036,7,Master,1,27474,43,8,6,0,0,21,39,1,1.58,False
80596,Finance,Female,38,Consultant,2021-03-22 08:03:05.556036,13,PhD,4,86505,36,22,30,0,1,21,73,3,1.41,False
80597,HR,Male,48,Specialist,2015-09-23 08:03:05.556036,9,Bachelor,5,87931,43,8,31,0,2,17,41,4,2.1,False
80598,Operations,Male,33,Consultant,2016-05-19 08:03:05.556036,9,High School,2,47548,30,11,11,8,3,12,35,1,3.7,False
80599,Finance,Male,24,Analyst,2023-02-27 08:03:05.556036,2,Bachelor,1,18094,27,23,7,2,1,11,97,0,2.01,False
80600,Customer Support,Female,22,Developer,2021-02-20 08:03:05.556036,5,Bachelor,2,51790,36,7,11,10,3,9,96,2,2.97,False
80601,Customer Support,Female,34,Specialist,2021-11-12 08:03:05.556036,15,High School,3,64760,45,19,16,3,3,12,31,1,4.45,False
80602,Legal,Male,47,Technician,2015-08-06 08:03:05.556036,19,Bachelor,5,33504,58,14,33,0,5,11,69,5,1.5,False
80603,Engineering,Female,23,Manager,2021-08-22 08:03:05.556036,5,Bachelor,1,45336,40,21,4,8,2,8,31,0,2.45,False
80604,Customer Support,Female,20,Technician,2022-02-14 08:03:05.556036,7,Bachelor,1,10000,31,8,4,0,1,29,33,1,3.64,False
80605,Engineering,Female,37,Consultant,2021-12-11 08:03:05.556036,3,Master,1,35083,34,16,7,7,0,23,52,1,2.77,False
80606,HR,Male,24,Analyst,2021-07-10 08:03:05.556036,5,High School,1,18345,39,5,3,4,0,24,97,1,1.47,False
80607,Operations,Female,53,Specialist,2023-12-22 08:03:05.556036,15,Bachelor,4,80277,46,5,26,3,3,10,56,3,1.86,False
80608,Finance,Male,38,Developer,2014-10-21 08:03:05.556036,15,Bachelor,3,60195,31,19,17,13,0,6,40,3,2.96,False
80609,Legal,Male,36,Developer,2020-05-19 08:03:05.556036,7,Bachelor,1,36836,38,18,4,11,0,19,94,0,3.54,False
80610,Marketing,Female,35,Consultant,2015-04-02 08:03:05.556036,8,Master,4,84018,42,10,25,6,1,4,77,3,3.98,False
80611,Engineering,Male,59,Analyst,2021-07-05 08:03:05.556036,18,Bachelor,5,72383,52,24,31,4,4,6,24,4,1.43,False
80612,Legal,Female,38,Manager,2017-05-22 08:03:05.556036,9,High School,1,42279,41,10,5,9,1,19,30,0,1.72,False
80613,Customer Support,Female,31,Technician,2020-05-05 08:03:05.556036,7,Bachelor,4,29884,44,14,25,10,2,8,61,4,3.95,False
80614,Engineering,Female,53,Specialist,2021-01-15 08:03:05.556036,5,Bachelor,4,77698,45,14,29,11,3,12,85,4,2.4,False
80615,IT,Female,33,Specialist,2017-05-01 08:03:05.556036,8,High School,3,63478,36,15,18,2,2,20,65,2,1.23,False
80616,HR,Male,34,Technician,2016-03-16 08:03:05.556036,9,Bachelor,5,13926,32,13,2,12,2,27,90,0,3.6,False
80617,Legal,Female,37,Specialist,2023-02-27 08:03:05.556036,5,Bachelor,5,88396,44,18,30,9,5,28,93,4,4.09,True
80618,Finance,Female,35,Specialist,2015-09-26 08:03:05.556036,5,High School,2,52134,40,9,6,3,1,27,70,1,1.43,False
80619,Operations,Male,53,Specialist,2023-03-04 08:03:05.556036,9,Master,5,89473,51,7,32,4,3,14,10,5,2.17,False
80620,Engineering,Other,26,Engineer,2021-06-14 08:03:05.556036,8,High School,1,39183,45,14,7,4,0,21,77,1,3.83,False
80621,HR,Female,36,Analyst,2023-02-05 08:03:05.556036,10,High School,2,71702,52,17,33,5,5,26,69,3,2.11,False
80622,Marketing,Male,32,Developer,2018-08-26 08:03:05.556036,3,High School,1,39914,25,13,2,12,2,9,96,0,1.86,False
80623,IT,Female,53,Engineer,2017-02-15 08:03:05.556036,5,High School,4,67038,54,21,22,12,4,21,40,2,3.05,False
80624,Sales,Male,32,Consultant,2016-05-27 08:03:05.556036,4,Bachelor,4,83916,53,21,22,4,1,25,85,1,2.9,False
80625,Legal,Female,32,Consultant,2020-11-08 08:03:05.556036,5,High School,4,79978,49,6,29,5,1,12,42,1,3.06,False
80626,HR,Male,29,Technician,2022-05-27 08:03:05.556036,4,High School,1,14714,30,22,1,7,0,21,67,1,1.09,False
80627,IT,Male,38,Engineer,2019-12-04 08:03:05.556036,4,Bachelor,3,59511,37,18,19,6,1,15,70,1,1.9,False
80628,Customer Support,Male,48,Consultant,2024-08-08 08:03:05.556036,9,Master,3,69353,32,10,14,14,2,26,34,0,1.61,False
80629,HR,Female,35,Specialist,2016-06-12 08:03:05.556036,9,Bachelor,2,52663,33,20,6,9,1,8,33,2,2.25,False
80630,HR,Male,59,Manager,2016-06-05 08:03:05.556036,9,Bachelor,5,109258,56,15,39,10,2,15,59,2,1.35,False
80631,Operations,Female,27,Analyst,2024-06-08 08:03:05.556036,7,High School,3,42499,37,10,21,0,0,3,80,1,1.07,False
80632,Engineering,Male,46,Developer,2020-09-24 08:03:05.556036,8,Bachelor,3,60358,38,12,12,8,0,23,16,1,2.36,False
80633,Engineering,Female,35,Consultant,2019-06-23 08:03:05.556036,14,PhD,3,102198,43,16,34,13,4,8,94,4,4.97,False
80634,Operations,Male,56,Developer,2014-11-30 08:03:05.556036,8,High School,5,79760,53,14,34,12,2,7,88,3,2.25,True
80635,Legal,Male,24,Developer,2020-07-08 08:03:05.556036,4,Bachelor,1,35191,47,15,0,8,2,15,69,1,3.09,False
80636,Legal,Male,37,Engineer,2022-08-25 08:03:05.556036,9,Bachelor,4,69577,30,21,23,3,4,29,38,3,4.69,False
80637,Engineering,Male,48,Manager,2014-11-04 08:03:05.556036,10,High School,5,77599,35,13,16,5,3,20,76,3,1.01,False
80638,Legal,Male,30,Manager,2021-05-13 08:03:05.556036,1,Bachelor,2,61654,42,20,13,1,2,9,32,2,2.63,False
80639,Customer Support,Male,36,Technician,2019-01-27 08:03:05.556036,5,Master,1,15818,44,18,5,14,0,20,83,0,3.2,False
80640,HR,Male,46,Specialist,2023-07-25 08:03:05.556036,9,Bachelor,3,61182,34,12,12,1,4,22,31,1,2.85,False
80641,Customer Support,Male,38,Technician,2016-09-16 08:03:05.556036,9,Bachelor,4,16251,35,24,5,9,0,6,89,0,3.35,False
80642,Sales,Female,39,Manager,2017-04-24 08:03:05.556036,14,Bachelor,3,78341,50,14,13,3,3,22,44,0,4.62,False
80643,Operations,Female,27,Engineer,2017-04-24 08:03:05.556036,11,Bachelor,5,49164,43,13,8,14,1,9,98,2,4.59,False
80644,Finance,Male,51,Consultant,2017-11-05 08:03:05.556036,13,High School,4,84473,40,18,31,12,3,8,56,1,4.31,False
80645,Marketing,Male,43,Technician,2018-08-30 08:03:05.556036,6,Master,2,22815,38,14,11,7,0,5,25,0,2.72,False
80646,IT,Male,40,Technician,2017-12-13 08:03:05.556036,7,High School,5,39962,37,21,36,12,5,28,42,3,3.51,False
80647,Engineering,Female,28,Analyst,2019-08-17 08:03:05.556036,10,Bachelor,3,44553,50,9,19,12,3,15,36,0,4.77,False
80648,HR,Female,29,Manager,2024-06-21 08:03:05.556036,8,High School,5,44288,34,22,6,14,1,29,39,0,2.85,False
80649,HR,Female,40,Technician,2022-12-24 08:03:05.556036,12,Bachelor,4,30146,35,16,27,12,3,4,41,1,1.66,False
80650,Marketing,Male,59,Technician,2018-08-12 08:03:05.556036,10,High School,5,34420,37,15,39,11,3,24,73,5,1.21,False
80651,Finance,Male,39,Consultant,2023-10-11 08:03:05.556036,17,Bachelor,5,97752,59,23,37,2,2,25,79,4,2.61,False
80652,IT,Female,36,Developer,2021-07-07 08:03:05.556036,8,High School,2,47974,28,7,9,10,2,29,95,1,3.38,False
80653,Engineering,Male,26,Technician,2018-07-10 08:03:05.556036,12,High School,3,25134,30,21,14,2,1,8,94,0,4.17,False
80654,HR,Male,33,Consultant,2019-11-04 08:03:05.556036,8,Bachelor,4,83321,55,12,23,13,2,7,90,2,3.55,False
80655,Customer Support,Male,35,Technician,2017-05-20 08:03:05.556036,4,Master,1,31407,52,14,26,14,1,21,78,4,4.64,False
80656,Engineering,Male,37,Manager,2016-08-05 08:03:05.556036,2,Bachelor,1,44563,36,11,5,10,2,14,74,0,1.76,False
80657,Legal,Male,27,Engineer,2023-11-24 08:03:05.556036,9,Bachelor,3,59494,36,17,21,0,2,22,55,3,3.25,False
80658,Engineering,Female,22,Developer,2015-06-21 08:03:05.556036,1,PhD,2,40509,26,18,3,1,0,25,43,0,2.68,False
80659,Finance,Male,55,Specialist,2021-01-07 08:03:05.556036,9,Bachelor,3,92955,54,19,38,5,3,22,20,2,1.55,True
80660,HR,Female,30,Analyst,2018-05-18 08:03:05.556036,12,Bachelor,5,35800,32,12,8,2,1,25,61,1,1.69,False
80661,Operations,Female,49,Manager,2017-02-13 08:03:05.556036,12,Bachelor,2,75747,46,23,15,8,2,21,28,2,1.2,False
80662,Finance,Male,53,Manager,2021-11-04 08:03:05.556036,5,High School,5,109223,44,24,36,12,2,6,46,3,1.35,False
80663,Engineering,Female,20,Consultant,2021-12-26 08:03:05.556036,5,High School,1,36567,47,6,0,3,0,28,10,0,3.51,False
80664,HR,Male,26,Technician,2022-09-13 08:03:05.556036,13,High School,4,14787,35,5,8,2,1,10,33,1,3.95,False
80665,Marketing,Male,43,Specialist,2018-03-02 08:03:05.556036,8,Bachelor,3,63083,44,7,17,3,3,24,69,0,4.15,False
80666,Finance,Male,47,Technician,2015-01-02 08:03:05.556036,14,Bachelor,1,35497,49,11,34,5,2,24,36,5,1.72,False
80667,Marketing,Female,40,Technician,2023-05-08 08:03:05.556036,3,Bachelor,4,21216,48,15,9,1,3,13,55,2,3.31,False
80668,Legal,Male,42,Manager,2021-07-30 08:03:05.556036,8,Master,2,61426,28,18,11,4,3,14,54,0,3.36,False
80669,Sales,Male,44,Developer,2021-02-10 08:03:05.556036,9,Master,5,80156,58,23,38,2,5,21,41,2,4.9,False
80670,Engineering,Female,42,Engineer,2024-07-05 08:03:05.556036,11,Bachelor,3,57134,29,24,19,5,1,15,38,0,3.55,False
80671,Operations,Female,54,Specialist,2015-09-23 08:03:05.556036,11,High School,4,75937,51,23,24,8,1,3,63,2,3.89,False
80672,Operations,Female,41,Technician,2016-07-29 08:03:05.556036,8,Bachelor,2,19457,28,11,9,12,0,14,24,2,2.99,False
80673,Marketing,Female,57,Developer,2020-06-11 08:03:05.556036,13,Master,5,78494,43,22,37,9,2,28,18,4,3.32,False
80674,Operations,Male,48,Consultant,2015-02-20 08:03:05.556036,13,Bachelor,5,98344,54,16,39,12,5,13,37,5,2.58,True
80675,Legal,Other,48,Specialist,2019-09-14 08:03:05.556036,12,Bachelor,4,79153,32,14,28,5,2,6,42,3,1.82,False
80676,Marketing,Male,33,Analyst,2023-11-19 08:03:05.556036,16,Bachelor,4,59797,51,8,30,8,4,29,52,3,1.88,False
80677,Engineering,Male,36,Specialist,2018-05-17 08:03:05.556036,0,Bachelor,1,40869,46,20,3,11,2,5,54,1,4.0,False
80678,Marketing,Female,39,Consultant,2020-02-12 08:03:05.556036,10,High School,3,69561,44,19,12,13,2,20,51,3,3.99,False
80679,Legal,Female,34,Developer,2017-07-25 08:03:05.556036,7,Bachelor,1,36688,32,22,5,3,2,10,27,0,1.27,False
80680,Legal,Other,24,Consultant,2020-01-05 08:03:05.556036,13,High School,2,50795,34,10,10,7,3,24,43,0,2.03,False
80681,Marketing,Female,45,Manager,2021-08-03 08:03:05.556036,14,PhD,3,78281,30,23,13,9,1,8,91,2,4.26,False
80682,Sales,Male,53,Technician,2015-11-14 08:03:05.556036,5,High School,5,35401,58,22,38,8,5,29,81,3,3.31,False
80683,HR,Female,42,Specialist,2015-03-24 08:03:05.556036,3,High School,2,63218,36,14,17,0,3,17,81,0,4.16,False
80684,HR,Female,30,Developer,2023-07-13 08:03:05.556036,5,Bachelor,2,48471,32,7,12,1,1,28,25,2,2.63,False
80685,Engineering,Female,31,Analyst,2020-03-26 08:03:05.556036,6,Bachelor,5,43958,44,23,19,11,0,26,73,1,4.19,False
80686,Operations,Female,39,Consultant,2015-12-05 08:03:05.556036,8,Bachelor,1,33582,45,13,2,3,0,18,11,1,2.77,False
80687,Sales,Female,45,Technician,2020-12-04 08:03:05.556036,8,Bachelor,4,27356,43,10,23,5,4,20,78,3,2.73,False
80688,Operations,Other,35,Technician,2017-10-03 08:03:05.556036,11,Master,1,18215,33,15,6,14,2,7,23,0,4.46,False
80689,Legal,Male,36,Engineer,2019-03-08 08:03:05.556036,9,High School,1,39594,37,13,7,2,1,29,53,1,3.4,False
80690,Operations,Female,59,Analyst,2016-11-11 08:03:05.556036,19,Bachelor,4,70070,43,20,39,5,3,4,78,3,3.78,False
80691,Legal,Male,33,Analyst,2020-05-22 08:03:05.556036,10,Bachelor,3,57725,43,23,28,5,3,21,58,3,3.65,True
80692,IT,Male,25,Specialist,2022-06-24 08:03:05.556036,15,Bachelor,3,65377,50,18,19,2,3,19,53,2,1.18,False
80693,HR,Male,44,Technician,2024-02-16 08:03:05.556036,11,Bachelor,3,24126,42,18,14,6,2,19,41,3,4.43,False
80694,HR,Male,44,Engineer,2023-10-24 08:03:05.556036,12,High School,5,83089,35,10,37,9,3,21,14,2,3.35,False
80695,HR,Female,37,Specialist,2018-08-10 08:03:05.556036,15,Master,3,64493,45,7,15,7,3,17,91,3,3.44,True
80696,Sales,Female,37,Developer,2023-10-29 08:03:05.556036,13,High School,1,51797,46,19,10,13,3,23,21,2,4.36,False
80697,Operations,Male,28,Engineer,2020-07-06 08:03:05.556036,8,Master,3,61513,50,21,21,2,3,4,31,0,1.73,False
80698,Finance,Female,44,Consultant,2021-03-16 08:03:05.556036,4,High School,4,86754,39,17,29,1,2,13,80,3,4.08,False
80699,Customer Support,Other,46,Consultant,2023-06-06 08:03:05.556036,10,PhD,5,97573,48,21,35,12,5,17,49,5,4.47,False
80700,Marketing,Male,44,Engineer,2022-06-20 08:03:05.556036,7,Bachelor,3,62660,51,7,15,1,0,22,45,0,1.5,False
80701,Marketing,Male,19,Developer,2024-04-21 08:03:05.556036,4,High School,1,36929,22,22,7,9,1,26,89,1,2.93,False
80702,Marketing,Female,39,Analyst,2015-12-09 08:03:05.556036,1,PhD,2,31378,42,22,12,8,0,26,97,0,3.78,False
80703,Sales,Female,20,Manager,2020-10-28 08:03:05.556036,8,Master,1,44477,46,10,2,2,0,28,20,0,4.85,False
80704,Operations,Female,38,Technician,2015-04-23 08:03:05.556036,8,High School,1,34957,55,18,33,10,3,3,95,5,2.54,False
80705,IT,Male,37,Specialist,2021-03-17 08:03:05.556036,10,Bachelor,3,63975,44,20,15,1,4,13,66,0,3.17,False
80706,Finance,Male,32,Engineer,2018-04-05 08:03:05.556036,9,Bachelor,1,37759,29,20,3,4,0,21,34,0,2.61,False
80707,Finance,Female,26,Technician,2020-09-13 08:03:05.556036,11,High School,3,24571,47,18,13,5,3,16,77,2,3.33,False
80708,Operations,Male,56,Manager,2018-10-27 08:03:05.556036,14,Bachelor,5,107614,41,15,38,1,2,21,82,2,1.23,False
80709,Operations,Female,47,Consultant,2023-06-01 08:03:05.556036,14,Bachelor,3,70605,37,23,17,13,3,27,83,1,3.88,False
80710,Finance,Male,59,Technician,2020-10-04 08:03:05.556036,16,Bachelor,2,34464,54,20,38,11,2,17,45,5,2.96,False
80711,Marketing,Female,52,Specialist,2020-03-19 08:03:05.556036,19,Master,5,84734,48,5,39,9,4,4,63,5,4.45,False
80712,Customer Support,Male,43,Engineer,2021-12-26 08:03:05.556036,1,Master,2,53202,40,24,13,7,3,14,18,2,3.67,False
80713,Marketing,Male,22,Specialist,2019-01-01 08:03:05.556036,10,High School,2,46616,33,12,4,10,3,17,32,0,4.92,False
80714,HR,Female,30,Consultant,2019-04-07 08:03:05.556036,6,Bachelor,1,85465,52,12,31,5,3,6,80,2,2.65,False
80715,IT,Male,42,Developer,2021-05-14 08:03:05.556036,1,Bachelor,2,50076,40,6,6,8,3,26,64,1,1.98,False
80716,Sales,Male,36,Developer,2015-06-02 08:03:05.556036,9,High School,1,38854,22,14,1,12,0,29,79,1,1.36,False
80717,Finance,Male,39,Analyst,2014-09-28 08:03:05.556036,0,Bachelor,4,17655,47,5,4,2,0,14,87,0,3.91,False
80718,Finance,Female,48,Manager,2023-04-07 08:03:05.556036,8,Bachelor,4,98530,37,7,29,9,4,24,94,4,2.28,True
80719,IT,Female,31,Developer,2019-08-01 08:03:05.556036,0,Bachelor,1,38714,25,10,4,3,1,19,62,1,4.03,False
80720,Legal,Male,34,Analyst,2017-07-06 08:03:05.556036,9,High School,2,32204,35,18,9,12,2,26,53,1,2.68,False
80721,Engineering,Male,28,Manager,2021-11-21 08:03:05.556036,8,PhD,1,45973,42,18,0,4,2,5,52,1,1.68,False
80722,IT,Male,44,Consultant,2024-04-11 08:03:05.556036,7,Bachelor,1,65902,31,18,19,8,2,8,55,1,1.69,False
80723,HR,Female,41,Manager,2022-08-03 08:03:05.556036,13,Bachelor,5,109842,51,19,39,11,3,29,18,5,1.49,False
80724,Legal,Male,41,Consultant,2022-10-05 08:03:05.556036,8,Bachelor,1,52541,40,20,6,10,3,17,56,0,1.6,False
80725,Marketing,Female,34,Analyst,2019-03-25 08:03:05.556036,15,High School,1,43376,38,20,20,13,0,11,17,2,3.21,False
80726,Engineering,Female,38,Engineer,2021-02-17 08:03:05.556036,11,High School,2,69077,36,18,28,5,3,29,10,2,4.52,False
